Date,Adj Close,Close,High,Low,Open,Volume
2020-11-30,2663.489990234375,2663.489990234375,2666.1201171875,2604.5,2638.110107421875,0
2020-12-01,2709.72998046875,2709.72998046875,2724.6201171875,2679.409912109375,2692.139892578125,0
2020-12-02,2716.35009765625,2716.35009765625,2728.030029296875,2697.27001953125,2702.889892578125,0
2020-12-03,2716.14990234375,2716.14990234375,2745.909912109375,2713.610107421875,2730.260009765625,0
2020-12-04,2793.030029296875,2793.030029296875,2793.739990234375,2724.60009765625,2728.570068359375,0
2020-12-07,2806.610107421875,2806.610107421875,2809.0400390625,2780.110107421875,2796.300048828125,0
2020-12-08,2816.27001953125,2816.27001953125,2825.93994140625,2790.330078125,2804.989990234375,0
2020-12-09,2734.77001953125,2734.77001953125,2822.030029296875,2718.909912109375,2799.659912109375,0
2020-12-10,2733.669921875,2733.669921875,2754.56005859375,2704.570068359375,2712.02001953125,0
2020-12-11,2704.080078125,2704.080078125,2724.610107421875,2675.3701171875,2703.780029296875,0
2020-12-14,2736.25,2736.25,2751.760009765625,2723.889892578125,2723.889892578125,0
2020-12-15,2774.7900390625,2774.7900390625,2779.81005859375,2753.2099609375,2774.610107421875,0
2020-12-16,2773.419921875,2773.419921875,2780.52001953125,2753.929931640625,2779.9599609375,0
2020-12-17,2778.139892578125,2778.139892578125,2792.070068359375,2768.06005859375,2791.39990234375,0
2020-12-18,2764.739990234375,2764.739990234375,2786.090087890625,2746.3701171875,2783.090087890625,0
2020-12-21,2747.2900390625,2747.2900390625,2751.14990234375,2703.77001953125,2718.719970703125,0
2020-12-22,2743.969970703125,2743.969970703125,2750.9599609375,2722.679931640625,2747.159912109375,0
2020-12-23,2723.530029296875,2723.530029296875,2754.89990234375,2721.93994140625,2754.89990234375,0
2020-12-24,2750.239990234375,2750.239990234375,2751.699951171875,2730.830078125,2733.72998046875,0
2020-12-28,2744.300048828125,2744.300048828125,2782.659912109375,2741.89990234375,2780.97998046875,0
2020-12-29,2738.050048828125,2738.050048828125,2757.719970703125,2709.02001953125,2757.590087890625,0
2020-12-30,2783.77001953125,2783.77001953125,2788.919921875,2754.739990234375,2754.739990234375,0
2020-12-31,2795.5,2795.5,2798.139892578125,2768.429931640625,2787.679931640625,0
2021-01-04,2783.2099609375,2783.2099609375,2872.199951171875,2763.090087890625,2821.989990234375,0
2021-01-05,2837.169921875,2837.169921875,2838.18994140625,2782.6201171875,2783.179931640625,0
2021-01-06,2827.9599609375,2827.9599609375,2884.610107421875,2803.52001953125,2820.860107421875,0
2021-01-07,2937.0,2937.0,2943.8798828125,2873.169921875,2873.659912109375,0
2021-01-08,2936.469970703125,2936.469970703125,2994.070068359375,2904.5400390625,2982.330078125,0
2021-01-11,2969.919921875,2969.919921875,2991.60009765625,2914.080078125,2915.139892578125,0
2021-01-12,2988.02001953125,2988.02001953125,3014.360107421875,2959.919921875,2989.10009765625,0
2021-01-13,2991.949951171875,2991.949951171875,3020.72998046875,2980.14990234375,3019.739990234375,0
2021-01-14,3055.639892578125,3055.639892578125,3089.7099609375,3029.72998046875,3037.419921875,0
2021-01-15,2992.77001953125,2992.77001953125,3043.449951171875,2975.9599609375,3043.449951171875,0
2021-01-19,3093.320068359375,3093.320068359375,3097.530029296875,3034.989990234375,3041.8798828125,0
2021-01-20,3085.0400390625,3085.0400390625,3138.56005859375,3077.260009765625,3124.030029296875,0
2021-01-21,3132.169921875,3132.169921875,3141.02001953125,3081.89990234375,3110.780029296875,0
2021-01-22,3074.39990234375,3074.39990234375,3116.239990234375,3073.93994140625,3098.360107421875,0
2021-01-25,3079.2099609375,3079.2099609375,3107.820068359375,3023.6201171875,3102.929931640625,0
2021-01-26,3031.77001953125,3031.77001953125,3079.39990234375,3030.0,3078.080078125,0
2021-01-27,2875.1298828125,2875.1298828125,2961.56005859375,2862.239990234375,2941.590087890625,0
2021-01-28,2935.1201171875,2935.1201171875,2977.530029296875,2909.1201171875,2933.1201171875,0
2021-01-29,2887.080078125,2887.080078125,2954.7099609375,2875.1201171875,2940.780029296875,0
2021-02-01,2999.989990234375,2999.989990234375,3006.699951171875,2924.669921875,2938.699951171875,0
2021-02-02,3047.330078125,3047.330078125,3049.300048828125,3005.1201171875,3047.3798828125,0
2021-02-03,2982.8701171875,2982.8701171875,3063.280029296875,2982.47998046875,3057.6298828125,0
2021-02-04,3008.419921875,3008.419921875,3010.530029296875,2951.949951171875,2966.530029296875,0
2021-02-05,2985.010009765625,2985.010009765625,3029.47998046875,2982.699951171875,3028.02001953125,0
2021-02-08,3078.47998046875,3078.47998046875,3079.280029296875,3010.7099609375,3013.090087890625,0
2021-02-09,3064.949951171875,3064.949951171875,3089.389892578125,3053.570068359375,3070.7900390625,0
